State,Issuer_Id,Issuer_Name,Is_Issuer_New_to_Exchange,Issuer_Claims_Received_In_Network,Issuer_Claims_Denied_In_Network,Denial_Rate,Plan_Id,Plan_Type,Metal_Level,Plan_Claims_Received,Plan_Claims_Received_In_Network,Plan_Claims_Received_Out_Of_Network,Plan_Claims_Denied,Plan_Claims_Denied_In_Network,Plan_Claims_Denied_Out_Of_Network,Plan_Denial_Rate,Plan_Claims_Denial_Rate_In_Network,Plan_Claims_Denial_Rate_Out_Of_Network,Plan_Claims_Resubmitted_In_Network,Plan_Claims_Resubmitted_Out_Of_Network,Plan_Claims_Denied_Due_To_Referral_Required,Plan_Claims_Denied_Due_To_Out_Of_Network,Plan_Claims_Denied_Due_To_Services_Excluded,Plan_Claims_Denied_Due_To_Not_Medically_Necessary,Plan_Claims_Denied_Due_To_Not_Medically_Necessary_Excluding_Behavioral_Health,Plan_Claims_Denied_Due_To_Not_Medically_Necessary_Only_Behavioral_Health,Plan_Claims_Denied_Due_To_Enrollee_Benefit_Limit_Reached,Plan_Claims_Denied_Due_To_Member_Not_Covered,Plan_Claims_Denied_Due_To_Investigational_Experimental_Cosmetic_Procedure,Plan_Claims_Denied_Due_To_Administrative_Reason,Plan_Claims_Denied_Due_To_Other,Plan_Claims_Denied_Proportion_Due_To_Referral_Required,Plan_Claims_Denied_Proportion_Due_To_Services_Excluded,Plan_Claims_Denied_Proportion_Due_To_Not_Medically_Necessary,Plan_Claims_Denied_Proportion_Due_To_Not_Medically_Necessary_Excluding_Behavioral_Health,Plan_Claims_Denied_Proportion_Due_To_Not_Medically_Necessary_Only_Behavioral_Health,Plan_Claims_Denied_Proportion_Due_To_Enrollee_Benefit_Limit_Reached,Plan_Claims_Denied_Proportion_Due_To_Member_Not_Covered,Plan_Claims_Denied_Proportion_Due_To_Investigational_Experimental_Cosmetic_Procedure,Plan_Claims_Denied_Proportion_Due_To_Administrative_Reason,Plan_Claims_Denied_Proportion_Due_To_Other,Average_Monthly_Enrollment,Average_Monthly_Disenrollment
NC,11512,Blue Cross and Blue Shield of NC,No,18257563,3451238,0.195525984,11512NC0400017,EPO,Silver,79968,75688,4280,9176,7586,1590,0.114745898,0.100227249,0.371495327,1887,50,150,**,806,23,23,**,32,218,**,535,7406,0.016357688,0.087895311,0.002508179,0.002508179,,0.00348964,0.023773173,,0.058342421,0.807633588,1291,188
NC,11512,Blue Cross and Blue Shield of NC,No,18257563,3451238,0.195525984,11512NC0400018,EPO,Silver,10784,10361,423,1046,787,259,0.096995549,0.075957919,0.612293144,469,**,20,**,71,,**,**,11,**,**,81,857,0.019230769,0.068269231,,,,0.010576923,,,0.077884615,0.824038462,137,17
NC,11512,Blue Cross and Blue Shield of NC,No,18257563,3451238,0.195525984,11512NC0400021,EPO,Bronze Expanded,126241,116307,9934,16247,12161,4086,0.128698283,0.104559485,0.411314677,2560,227,168,**,1412,11,11,**,29,345,**,1209,13073,0.010340371,0.086908352,0.000677048,0.000677048,,0.001784945,0.021234689,,0.074413738,0.804640857,4742,600
NC,11512,Blue Cross and Blue Shield of NC,No,18257563,3451238,0.195525984,11512NC0400022,EPO,Bronze Expanded,44858,42247,2611,4335,2992,1343,0.096638281,0.070821597,0.514362313,951,125,63,**,283,,**,**,**,76,**,327,3578,0.014559741,0.065403282,,,,,0.017564132,,0.07557199,0.826900855,1173,154
NC,11512,Blue Cross and Blue Shield of NC,No,18257563,3451238,0.195525984,11512NC0400023,EPO,Bronze Expanded,181176,167756,13420,20384,15606,4778,0.112509383,0.093027969,0.356035768,3256,186,180,**,1773,29,29,**,31,334,**,1538,16499,0.008830455,0.086979984,0.001422684,0.001422684,,0.001520801,0.0163854,,0.075451334,0.809409341,5636,652
NC,11512,Blue Cross and Blue Shield of NC,No,18257563,3451238,0.195525984,11512NC0400024,EPO,Bronze Expanded,61338,57891,3447,6408,4923,1485,0.104470312,0.085039125,0.430809399,1641,196,80,**,433,,**,**,11,164,**,365,5346,0.012501953,0.067666823,,,,0.001719019,0.025629005,,0.057040163,0.835443038,1483,192
NC,11512,Blue Cross and Blue Shield of NC,No,18257563,3451238,0.195525984,11512NC0410001,EPO,Gold,252341,246648,5693,74163,70998,3165,0.293899921,0.287851513,0.555945898,49418,54,7051,1667,19304,,**,**,**,5629,**,1022,39476,0.097279325,0.266328192,,,,,0.077660661,,0.014100052,0.544631771,961,104
NC,11512,Blue Cross and Blue Shield of NC,No,18257563,3451238,0.195525984,11512NC0410002,EPO,Gold,105794,104041,1753,31967,30802,1165,0.302162694,0.296056362,0.664575014,21508,**,4386,906,8644,,**,**,18,2285,**,315,15410,0.141219654,0.278317986,,,,0.000579561,0.073572027,,0.010142314,0.496168459,327,41
NC,11512,Blue Cross and Blue Shield of NC,No,18257563,3451238,0.195525984,11512NC0410005,EPO,Silver,656183,651188,4995,204842,201703,3139,0.312172062,0.309746187,0.628428428,138523,233,22265,4469,59622,,**,**,21,23633,**,1637,93188,0.111121647,0.297565455,,,,0.000104808,0.117949153,,0.008170049,0.465088887,907,129
NC,11512,Blue Cross and Blue Shield of NC,No,18257563,3451238,0.195525984,11512NC0410008,EPO,Silver,255283,251440,3843,75356,72726,2630,0.295186127,0.289237989,0.684361176,47269,71,6537,947,17652,15,15,**,94,8950,**,1604,39555,0.087854637,0.237235744,0.000201594,0.000201594,,0.001263322,0.120284382,,0.021557112,0.531603209,632,92
NC,11512,Blue Cross and Blue Shield of NC,No,18257563,3451238,0.195525984,11512NC0410009,EPO,Bronze Expanded,187590,182403,5187,53581,50747,2834,0.285628232,0.278213626,0.546365915,37081,75,5480,1371,13963,35,35,**,19,5104,**,1315,26292,0.104964756,0.267449433,0.000670395,0.000670395,,0.000363929,0.097762795,,0.025187711,0.503600981,1297,137
NC,11512,Blue Cross and Blue Shield of NC,No,18257563,3451238,0.195525984,11512NC0410010,EPO,Silver,75901,75375,526,23270,22886,384,0.306583576,0.303628524,0.730038023,15953,**,3101,442,6358,,**,**,**,1702,**,171,11496,0.135841948,0.27851761,,,,,0.074557561,,0.007490801,0.50359208,110,21
NC,11512,Blue Cross and Blue Shield of NC,No,18257563,3451238,0.195525984,11512NC0410011,EPO,Bronze Expanded,132635,127811,4824,38210,35010,3200,0.288083839,0.273920085,0.663349917,25412,12,3558,1166,10508,,**,**,13,3983,**,966,18014,0.096053129,0.283677987,,,,0.000350953,0.107526591,,0.026078505,0.486312834,1267,177
NC,11512,Blue Cross and Blue Shield of NC,No,18257563,3451238,0.195525984,11512NC0410012,EPO,Bronze Expanded,141122,137646,3476,41198,39028,2170,0.291931804,0.283538933,0.624280783,29739,24,4773,1237,12030,,**,**,**,3542,**,736,18876,0.119453412,0.301073654,,,,,0.088645294,,0.018419801,0.472407838,849,109
IL,11574,"Oscar Health Plan, Inc.",No,49013,10211,0.2950732,11574IL0010011,HMO,Catastrophic,392,312,80,80,27,53,0.204081633,0.086538462,0.6625,12,**,**,48,**,,**,**,**,**,**,19,**,,,,,,,,,1,,24,**
IL,11574,"Oscar Health Plan, Inc.",No,49013,10211,0.2950732,11574IL0010045,HMO,Silver,2198,1954,244,690,511,179,0.313921747,0.261514841,0.733606557,28,**,46,99,73,,**,**,185,**,**,249,27,0.079310345,0.125862069,,,,0.318965517,,,0.429310345,0.046551724,33,**
IL,11574,"Oscar Health Plan, Inc.",No,49013,10211,0.2950732,11574IL0010050,HMO,Bronze Expanded,4934,4159,775,1420,985,435,0.287798946,0.236835778,0.561290323,97,44,48,326,103,37,37,**,173,22,**,679,30,0.043956044,0.094322344,0.033882784,0.033882784,,0.158424908,0.02014652,,0.621794872,0.027472527,151,32
IL,11574,"Oscar Health Plan, Inc.",No,49013,10211,0.2950732,11574IL0010052,HMO,Silver,5169,4222,947,1565,848,717,0.302766493,0.200852676,0.757127772,58,**,128,520,78,41,41,**,202,**,**,588,**,0.12343298,0.075216972,0.039537126,0.039537126,,0.194792671,,,0.567020251,,126,29
IL,11574,"Oscar Health Plan, Inc.",No,49013,10211,0.2950732,11574IL0010053,HMO,Gold,13463,12569,894,3434,2794,640,0.25506945,0.222292943,0.715883669,736,**,255,499,234,114,114,**,639,**,**,1659,27,0.087090164,0.079918033,0.038934426,0.038934426,,0.218237705,,,0.566598361,0.009221311,145,20
IL,11574,"Oscar Health Plan, Inc.",No,49013,10211,0.2950732,11574IL0020021,HMO,Bronze Expanded,3617,2677,940,1141,539,602,0.315454797,0.201344789,0.640425532,17,**,36,553,130,19,19,**,153,**,**,222,17,0.062391681,0.225303293,0.032928943,0.032928943,,0.265164645,,,0.3847487,0.029462738,145,48
IL,11574,"Oscar Health Plan, Inc.",No,49013,10211,0.2950732,11574IL0020024,HMO,Bronze Expanded,4063,3060,1003,1341,707,634,0.330051686,0.231045752,0.632103689,11,26,51,570,68,31,31,**,196,**,**,412,**,0.067282322,0.089709763,0.040897098,0.040897098,,0.258575198,,,0.54353562,,174,38
IL,11574,"Oscar Health Plan, Inc.",No,49013,10211,0.2950732,11574IL0020025,HMO,Silver,11155,8790,2365,3120,1523,1597,0.279695204,0.173265074,0.675264271,139,65,168,1320,231,68,68,**,469,**,**,775,72,0.094223219,0.129556927,0.03813797,0.03813797,,0.263039821,,,0.434660684,0.04038138,363,80
IL,11574,"Oscar Health Plan, Inc.",No,49013,10211,0.2950732,11574IL0020030,HMO,Silver,6688,5332,1356,2115,1112,1003,0.316238038,0.208552138,0.739675516,83,14,156,966,160,23,23,**,398,**,**,382,24,0.13648294,0.139982502,0.020122485,0.020122485,,0.348206474,,,0.334208224,0.020997375,259,66
IL,11574,"Oscar Health Plan, Inc.",No,49013,10211,0.2950732,11574IL0020050,HMO,Bronze Expanded,4104,2670,1434,1596,550,1046,0.388888889,0.205992509,0.729428173,23,**,79,747,83,14,14,**,112,**,**,557,**,0.093491124,0.098224852,0.016568047,0.016568047,,0.132544379,,,0.659171598,,157,49
IL,11574,"Oscar Health Plan, Inc.",No,49013,10211,0.2950732,11574IL0020052,HMO,Silver,2194,1713,481,612,299,313,0.278942571,0.174547577,0.650727651,15,**,28,280,30,24,24,**,103,**,**,142,**,0.085626911,0.091743119,0.073394495,0.073394495,,0.314984709,,,0.434250765,,84,16
IL,11574,"Oscar Health Plan, Inc.",No,49013,10211,0.2950732,11574IL0020053,HMO,Gold,1859,1555,304,542,316,226,0.291554599,0.203215434,0.743421053,42,**,49,158,59,11,11,**,89,**,**,174,**,0.128272251,0.154450262,0.028795812,0.028795812,,0.232984293,,,0.455497382,,33,**
AR,13262,"HMO Partners, Inc.",No,1360502,239109,0.178918243,13262AR0230002,POS,Silver,1372672,1345450,27222,245145,235999,9146,0.178589641,0.175405255,0.335978253,32157,360,15018,9145,932,293,293,**,60018,12802,**,64391,151562,0.049236761,0.003055577,0.000960605,0.000960605,,0.196770006,0.041971569,,0.211106958,0.496898523,73,**
AR,13262,"HMO Partners, Inc.",No,1360502,239109,0.178918243,13262AR0230004,POS,Gold,821,821,**,124,124,**,0.151035323,0.151035323,,51,**,**,**,**,,**,**,78,**,**,104,**,,,,,,0.428571429,,,0.571428571,,29,**
AR,13262,"HMO Partners, Inc.",No,1360502,239109,0.178918243,13262AR0230005,POS,Silver,8459,8459,**,1671,1671,**,0.197541081,0.197541081,,770,**,315,**,**,,**,**,1558,200,**,749,11,0.111189552,,,,,0.549947053,0.070596541,,0.264384045,0.00388281,291,42
NC,13591,CareSource North Carolina Co.,No,7190,2433,0.456889304,13591NC0010002,HMO,Bronze Expanded,3276,2347,929,1442,780,662,0.44017094,0.332339156,0.712594187,355,36,139,602,191,,**,**,37,100,**,**,423,0.156179775,0.214606742,,,,0.041573034,0.112359551,,,0.475280899,162,33
NC,13591,CareSource North Carolina Co.,No,7190,2433,0.456889304,13591NC0010005,HMO,Silver,1606,1421,185,677,535,142,0.421544209,0.376495426,0.767567568,293,20,100,74,150,,**,**,24,139,**,**,200,0.163132137,0.244698206,,,,0.039151713,0.22675367,,,0.326264274,13,**
NC,13591,CareSource North Carolina Co.,No,7190,2433,0.456889304,13591NC0010006,HMO,Silver,544,403,141,283,147,136,0.520220588,0.364764268,0.964539007,79,23,48,23,20,,**,**,**,30,**,**,158,0.1875,0.078125,,,,,0.1171875,,,0.6171875,**,0
NC,13591,CareSource North Carolina Co.,No,7190,2433,0.456889304,13591NC0010009,HMO,Gold,47,47,**,16,16,**,0.340425532,0.340425532,,**,**,**,**,**,,**,**,**,**,**,**,**,,,,,,,,,,,N/A,N/A
NC,13591,CareSource North Carolina Co.,No,7190,2433,0.456889304,13591NC0020002,HMO,Bronze Expanded,1645,859,786,716,179,537,0.435258359,0.208381839,0.683206107,35,**,**,678,20,,**,**,**,**,**,21,136,,0.11299435,,,,,,,0.118644068,0.768361582,93,23
NC,13591,CareSource North Carolina Co.,No,7190,2433,0.456889304,13591NC0020005,HMO,Silver,1294,637,657,725,246,479,0.560278207,0.386185243,0.729071537,56,20,33,565,72,,**,**,**,**,**,22,129,0.12890625,0.28125,,,,,,,0.0859375,0.50390625,49,19
NC,13591,CareSource North Carolina Co.,No,7190,2433,0.456889304,13591NC0020006,HMO,Silver,430,120,310,240,46,194,0.558139535,0.383333333,0.625806452,**,**,**,216,33,,**,**,**,**,**,**,12,,0.733333333,,,,,,,,0.266666667,19,**
NC,13591,CareSource North Carolina Co.,No,7190,2433,0.456889304,13591NC0020009,HMO,Gold,105,78,27,69,44,25,0.657142857,0.564102564,0.925925926,**,**,**,24,**,,**,**,**,**,**,**,40,,,,,,,,,,1,**,**
AZ,13877,"Oscar Health Plan, Inc.",No,149097,25984,0.220383147,13877AZ0070005,HMO,Bronze Expanded,27716,26256,1460,4659,3770,889,0.16809785,0.143586228,0.60890411,512,27,420,782,580,101,101,**,1479,**,26,1120,146,0.108471074,0.149793388,0.026084711,0.026084711,,0.38197314,,0.006714876,0.289256198,0.037706612,707,110
AZ,13877,"Oscar Health Plan, Inc.",No,149097,25984,0.220383147,13877AZ0070008,HMO,Silver,32007,29635,2372,6276,4810,1466,0.196082107,0.162308082,0.618043845,564,147,472,1303,732,109,109,**,1561,**,28,1831,234,0.095027179,0.14737266,0.021944836,0.021944836,,0.31427421,,0.005637206,0.368632978,0.047110932,657,92
AZ,13877,"Oscar Health Plan, Inc.",No,149097,25984,0.220383147,13877AZ0070011,HMO,Catastrophic,2691,2302,389,536,284,252,0.19918246,0.123370982,0.64781491,32,26,13,226,43,,**,**,88,**,**,121,29,0.044217687,0.146258503,,,,0.299319728,,,0.411564626,0.098639456,165,40
AZ,13877,"Oscar Health Plan, Inc.",No,149097,25984,0.220383147,13877AZ0070013,HMO,Gold,6573,5860,713,1428,976,452,0.217252396,0.166552901,0.633941094,91,**,102,217,172,24,24,**,472,**,**,417,18,0.084647303,0.142738589,0.019917012,0.019917012,,0.391701245,,,0.346058091,0.014937759,84,13
AZ,13877,"Oscar Health Plan, Inc.",No,149097,25984,0.220383147,13877AZ0070024,HMO,Bronze Expanded,24707,19584,5123,9170,4936,4234,0.371149877,0.252042484,0.826468866,384,540,340,2804,1446,49,49,**,781,**,14,3078,647,0.05350118,0.227537372,0.007710464,0.007710464,,0.122895358,,0.00220299,0.484343037,0.101809599,734,164
AZ,13877,"Oscar Health Plan, Inc.",No,149097,25984,0.220383147,13877AZ0070025,HMO,Silver,24473,22956,1517,4288,3397,891,0.175213501,0.147978742,0.587343441,465,60,350,778,601,76,76,**,1267,**,31,1064,114,0.099914359,0.171567228,0.021695689,0.021695689,,0.36168998,,0.008849558,0.303739652,0.032543534,463,76
AZ,13877,"Oscar Health Plan, Inc.",No,149097,25984,0.220383147,13877AZ0070030,HMO,Silver,27354,25806,1548,5188,4188,1000,0.189661475,0.16228784,0.645994832,392,77,376,696,789,181,107,74,1410,**,26,1523,180,0.083835006,0.175919732,0.040356745,0.023857302,0.016499443,0.314381271,,0.005797101,0.339576366,0.040133779,549,67
AZ,13877,"Oscar Health Plan, Inc.",No,149097,25984,0.220383147,13877AZ0070050,HMO,Bronze Expanded,6473,5845,628,2407,1962,445,0.37185231,0.335671514,0.708598726,49,**,119,1374,135,35,35,**,253,**,**,483,**,0.116097561,0.131707317,0.034146341,0.034146341,,0.246829268,,,0.471219512,,243,51
AZ,13877,"Oscar Health Plan, Inc.",No,149097,25984,0.220383147,13877AZ0070052,HMO,Silver,9927,9381,546,1688,1344,344,0.170041302,0.143268308,0.63003663,210,**,202,303,200,85,85,**,443,**,**,426,20,0.146802326,0.145348837,0.061773256,0.061773256,,0.321947674,,,0.309593023,0.014534884,199,15
AZ,13877,"Oscar Health Plan, Inc.",No,149097,25984,0.220383147,13877AZ0070053,HMO,Gold,1567,1472,95,390,317,73,0.248883216,0.215353261,0.768421053,**,**,103,73,37,12,12,**,118,**,**,45,**,0.326984127,0.117460317,0.038095238,0.038095238,,0.374603175,,,0.142857143,,24,**
TN,14002,BlueCross BlueShield of Tennessee,No,4493833,939798,0.269782364,14002TN0400001,EPO,Bronze Expanded,93471,88603,4868,18192,13898,4294,0.194627211,0.156856991,0.882087099,2893,377,3032,1508,6481,,**,**,191,2787,86,11057,557,0.125335869,0.267909553,,,,0.007895498,0.115208135,0.003555041,0.457070811,0.023025092,1398,158
TN,14002,BlueCross BlueShield of Tennessee,No,4493833,939798,0.269782364,14002TN0400005,EPO,Bronze Expanded,106924,96081,10843,22378,16053,6325,0.209288841,0.167077778,0.583325648,4287,832,2104,1491,5729,29,29,**,636,3215,84,18276,1726,0.066165603,0.180162898,0.000911978,0.000911978,,0.020000629,0.101103808,0.002641593,0.574735055,0.054278436,1821,244
TN,14002,BlueCross BlueShield of Tennessee,No,4493833,939798,0.269782364,14002TN0400091,EPO,Bronze,15031,14444,587,3052,2235,817,0.203047036,0.15473553,1.391822828,244,**,225,143,1159,,**,**,29,332,11,1378,132,0.068891611,0.35486834,,,,0.008879363,0.101653399,0.003368034,0.421922841,0.040416412,351,59
TN,14002,BlueCross BlueShield of Tennessee,No,4493833,939798,0.269782364,14002TN0400097,EPO,Bronze,17191,16279,912,3268,2552,716,0.190099471,0.156766386,0.785087719,535,64,328,235,905,,**,**,44,242,25,2537,181,0.076959174,0.212341624,,,,0.010323792,0.056780854,0.005865791,0.595260441,0.042468325,380,41
TN,14002,BlueCross BlueShield of Tennessee,No,4493833,939798,0.269782364,14002TN0400188,EPO,Silver,12295,11880,415,2181,1778,403,0.177389183,0.1496633,0.971084337,413,25,447,120,901,,**,**,80,162,21,1348,120,0.145177006,0.292627476,,,,0.025982462,0.052614485,0.006820396,0.437804482,0.038973693,124,14
TN,14002,BlueCross BlueShield of Tennessee,No,4493833,939798,0.269782364,14002TN0400194,EPO,Silver,14945,14588,357,2604,2281,323,0.174238876,0.156361393,0.904761905,1042,19,426,65,1163,,**,**,53,109,27,1873,88,0.113934207,0.311045734,,,,0.014174913,0.02915218,0.007221182,0.500936079,0.023535705,149,15
TN,14002,BlueCross BlueShield of Tennessee,No,4493833,939798,0.269782364,14002TN0400200,EPO,Gold,14211,13259,952,2971,2323,648,0.209063402,0.17520175,0.680672269,389,245,458,319,1067,,**,**,15,237,**,1390,195,0.136228435,0.317370613,,,,0.00446163,0.070493754,,0.413444378,0.05800119,114,17
TN,14002,BlueCross BlueShield of Tennessee,No,4493833,939798,0.269782364,14002TN0400201,EPO,Gold,41997,38469,3528,9402,6726,2676,0.223873134,0.174842081,0.758503401,1825,217,851,1497,3335,,**,**,151,1180,46,5645,332,0.073743501,0.288994801,,,,0.013084922,0.102253033,0.003986135,0.489168111,0.028769497,376,33
TN,14002,BlueCross BlueShield of Tennessee,No,4493833,939798,0.269782364,14002TN0400202,EPO,Gold,22167,18238,3929,6007,4289,1718,0.270988406,0.23516833,0.43726139,848,137,477,334,2176,,**,**,214,363,25,5807,170,0.051668111,0.235701906,,,,0.023180243,0.039319757,0.002707972,0.629007799,0.018414211,177,21
TN,14002,BlueCross BlueShield of Tennessee,No,4493833,939798,0.269782364,14002TN0400203,EPO,Gold,7716,7126,590,2190,1762,428,0.283825816,0.247263542,0.725423729,555,36,151,185,691,13,13,**,27,139,**,1747,42,0.053736655,0.245907473,0.004626335,0.004626335,,0.009608541,0.049466192,,0.621708185,0.014946619,75,**
TN,14002,BlueCross BlueShield of Tennessee,No,4493833,939798,0.269782364,14002TN0400204,EPO,Gold,13985,13013,972,3043,2365,678,0.217590275,0.181741336,0.697530864,524,31,326,223,830,,**,**,34,449,23,1877,63,0.090505275,0.23042754,,,,0.0094392,0.124652971,0.006385341,0.521099389,0.017490283,143,14
TN,14002,BlueCross BlueShield of Tennessee,No,4493833,939798,0.269782364,14002TN0400205,EPO,Gold,12150,10681,1469,3385,2183,1202,0.278600823,0.204381612,0.818243703,528,317,147,363,1029,,**,**,19,683,11,2596,80,0.032201533,0.225410734,,,,0.004162103,0.149616648,0.002409639,0.568674699,0.017524644,102,17
TN,14002,BlueCross BlueShield of Tennessee,No,4493833,939798,0.269782364,14002TN0400222,EPO,Gold,1778,1676,102,369,298,71,0.207536558,0.177804296,0.696078431,18,**,40,11,170,,**,**,**,**,**,213,17,0.090909091,0.386363636,,,,,,,0.484090909,0.038636364,19,**
TN,14002,BlueCross BlueShield of Tennessee,No,4493833,939798,0.269782364,14002TN0400223,EPO,Gold,4095,3924,171,1017,791,226,0.248351648,0.20158002,1.321637427,97,**,239,95,231,,**,**,**,46,**,515,17,0.228053435,0.220419847,,,,,0.04389313,,0.491412214,0.016221374,46,**
TN,14002,BlueCross BlueShield of Tennessee,No,4493833,939798,0.269782364,14002TN0400224,EPO,Gold,3394,3239,155,829,671,158,0.244254567,0.207162705,1.019354839,105,**,50,122,332,,**,**,**,36,15,611,15,0.047214353,0.313503305,,,,,0.033994334,0.014164306,0.576959396,0.014164306,35,**
TN,14002,BlueCross BlueShield of Tennessee,No,4493833,939798,0.269782364,14002TN0400225,EPO,Gold,3046,2897,149,731,583,148,0.239986868,0.201242665,0.993288591,98,**,126,53,254,,**,**,**,**,**,330,**,0.177464789,0.357746479,,,,,,,0.464788732,,39,**
TN,14002,BlueCross BlueShield of Tennessee,No,4493833,939798,0.269782364,14002TN0400226,EPO,Gold,1718,1676,42,471,413,58,0.274155995,0.246420048,1.380952381,52,**,65,17,223,,**,**,**,34,**,246,**,0.11443662,0.392605634,,,,,0.059859155,,0.433098592,,**,**
TN,14002,BlueCross BlueShield of Tennessee,No,4493833,939798,0.269782364,14002TN0400227,EPO,Gold,1361,1294,67,290,236,54,0.213078619,0.182380216,0.805970149,16,**,65,48,164,,**,**,**,11,**,101,13,0.183615819,0.463276836,,,,,0.031073446,,0.285310734,0.036723164,13,**
TN,14002,BlueCross BlueShield of Tennessee,No,4493833,939798,0.269782364,14002TN0400228,EPO,Gold,1624,1496,128,292,231,61,0.179802956,0.154411765,0.4765625,31,29,46,**,132,,**,**,**,44,**,164,17,0.114143921,0.327543424,,,,,0.109181141,,0.406947891,0.042183623,24,**
TN,14002,BlueCross BlueShield of Tennessee,No,4493833,939798,0.269782364,14002TN0400229,EPO,Gold,2535,2313,222,525,416,109,0.207100592,0.179853005,0.490990991,141,**,67,34,218,,**,**,**,74,**,288,25,0.099702381,0.324404762,,,,,0.110119048,,0.428571429,0.037202381,21,**
TN,14002,BlueCross BlueShield of Tennessee,No,4493833,939798,0.269782364,14002TN0400234,EPO,Gold,1841,1190,651,750,376,374,0.40738729,0.315966387,0.574500768,63,83,48,332,160,,**,**,34,**,**,533,11,0.061068702,0.203562341,,,,0.043256997,,,0.678117048,0.013994911,28,**
TN,14002,BlueCross BlueShield of Tennessee,No,4493833,939798,0.269782364,14002TN0400235,EPO,Gold,1101,886,215,353,201,152,0.32061762,0.226862302,0.706976744,15,**,38,120,124,,**,**,**,53,**,86,19,0.11875,0.3875,,,,,0.165625,,0.26875,0.059375,19,**
TN,14002,BlueCross BlueShield of Tennessee,No,4493833,939798,0.269782364,14002TN0400239,EPO,Bronze,14700,8926,5774,6320,2380,3940,0.429931973,0.266636791,0.682369241,172,606,170,3230,781,,**,**,**,1649,**,4862,80,0.02254044,0.103553434,,,,,0.21864227,,0.64465659,0.010607266,422,73
TN,14002,BlueCross BlueShield of Tennessee,No,4493833,939798,0.269782364,14002TN0400240,EPO,Bronze,9145,7001,2144,3199,1511,1688,0.349808639,0.215826311,0.787313433,204,121,168,1701,630,,**,**,**,351,**,1386,101,0.063732929,0.238998483,,,,,0.133156297,,0.525796662,0.03831563,255,55
TN,14002,BlueCross BlueShield of Tennessee,No,4493833,939798,0.269782364,14002TN0400241,EPO,Bronze Expanded,31866,30074,1792,7555,5664,1891,0.23708655,0.188335439,1.055245536,1045,70,914,561,2705,,**,**,38,842,15,3784,128,0.108473772,0.321030145,,,,0.00450985,0.099928792,0.001780204,0.449086162,0.015191075,515,70
TN,14002,BlueCross BlueShield of Tennessee,No,4493833,939798,0.269782364,14002TN0400242,EPO,Bronze Expanded,39921,37517,2404,9191,7074,2117,0.230229704,0.188554522,0.880615641,1377,113,1073,512,2946,,**,**,80,687,57,6231,223,0.094980968,0.260777197,,,,0.007081526,0.060812605,0.005045587,0.551562362,0.019739754,654,85
TN,14002,BlueCross BlueShield of Tennessee,No,4493833,939798,0.269782364,14002TN0400243,EPO,Bronze Expanded,22527,21177,1350,5132,3982,1150,0.22781551,0.188034188,0.851851852,698,96,452,353,1701,,**,**,32,458,19,3723,588,0.064821454,0.243940915,,,,0.004589129,0.065681916,0.002724796,0.533916535,0.084325255,347,51
